title,url,material,colors,dimensions,artist
Hoofd van Christus met doornenkroon,https://lh4.ggpht.com/-Zby95EOq3Z5MaVmrG3lNzJ-kh2a5b7QE03AK-B3a7ZKUgxfFZWnbUk5xK6RzZf0gNyw9ZlbJEgpCr1OqtbddS84TWs=s0,papier,"[{'percentage': 29, 'hex': '#E0CC91'}, {'percentage': 29, 'hex': ' #737C84'}, {'percentage': 28, 'hex': ' #FBF6E1'}, {'percentage': 12, 'hex': ' #2F4F4F'}]",227 x 161,Peter Dannoot
Portret van Jan van Huysum,,papier,[],78 x 68,J.L.L.C. Zentner
H. Jakobus de Mindere,https://lh3.googleusercontent.com/P0gKrixitCU-Xixs2d290pMH7JKtAx5EW-wYW1XicKINnDc4vOLzVvshYp4dK__pKp3qx1l1nxzdxnoidCQNTn8E8dFQZo56a2kOPFA=s0,papier,[],301 x 153,Lucas Kilian
Studies naar schilderkunst van Rafaël,https://lh3.googleusercontent.com/4FF9sY6iYVTQxvVk1Iu24dXrbceq02mBCAKB862aO_vZl0W-_-Stzg8cw7iQCvL8NYc1GJ0efr9dS-5M0mNROwoLI72eMlMPpxE2Hv3b=s0,papier,[],448 x 315,Charles Nicolas Lemercier
"Deeze groepjens naakte kindren, ('t kunstkindje is altoos dus naakt,) / Deeze groepjens, met hun versjens, zyn tot onderwys gemaakt",https://lh3.googleusercontent.com/Z3noB6rhFuYF5mQuAB_ebAKylXUvFqPK1lE9_rbBkcxoNgkkzCq8kzxOs_496v-vHjuw60uvVUO7jFpO6LO0JJZW3uY=s0,papier,[],316 x 412,Monogrammist LBM (prentmaker)
Ex libris van Francesco Carbonara,,papier,[],119 x 85,Louis Jacobi
tentoonstelling Alle Rembrandts,,papier,[],119 x 85,anoniem
Gezichten op bebouwing in Jemen,https://lh3.googleusercontent.com/GoOSu2qxLwNtMmP_HMTJFNaetGhrSd63OtgsEI9b_BS7HtncfcZCUSYaTY93nWc_1nLICh3zZThtNUddUTg7X2K65yfrTvu0zHrDjBzb=s0,papier,[],215 x 150,anoniem
Sering (Syringa vulgaris),https://lh3.googleusercontent.com/ees5FBpt_LEYPiinJV2xhMTy2Jrhe3hdBWzuNwRK-p8Xzsu9MmEqrXpqWwLDRkQnkb85I1wn45IBOg0CGnlFCnrJkdSfzcqVxU8iwBY=s0,papier,[],173 x 157,Anselmus Boëtius de Boodt
Strook naaldkant met fijne bloemen aan C-vormige ranken,https://lh3.googleusercontent.com/E4ZeT-LynkzgAAthDPq-mS82iIKhepkucTBjPILnGXHneaNuxqV5z1g9Pv1S3REVaMxADAgzckzynUz70pEWpCBdyCPiXtXoJXVwtZJFug=s0,linnen,[],"67 x 5,5",anoniem
Gezicht op de Église de l'Annonciation,https://lh3.googleusercontent.com/ZT1Kj8t6rePLVWpUT2L4cDgmyU-3XBZBZlhUi2zy1rrMxdsAfa_RzkcrketYz3EY0HlK1OB3MaxEHmLwTY00zWK0uI8DHSImQnpaBvsD=s0,papier,[],87 x 109,Israël Silvestre
Weids landschap met twee figuren en zeilschepen,https://lh4.ggpht.com/TRkNMKt1zD9l7Xii4_SKf1TgBVqOqhzPXsyIyJZXjZV82WEXGe3JCKa_mpcynjhHA7nreq37f8p_v96NACUuuVc7fhE=s0,papier,[],205 x 231,Izaak Jansz. de Wit
Deur van de Sala dei Gigli in het Palazzo Vecchio te Florence,https://lh3.googleusercontent.com/UEjJ5X01fu1Jx9yaQ-O9IH6xIsCgVMjxTgukTQ-NfBdcOjqpJnMpI9zdcsSVDQZ2pMcU-cviBEcWOwT7l4zhJseCdw=s0,papier,[],421 x 292,anoniem
Buste van een man met hoed,https://lh4.ggpht.com/YRDMKpWyr1aoRKDpRP3WspdmhONjufSr-vlSBiQUzKs7Xp4flKBj0_Eq9vTbUFs587hNU0u6C4VFt6knEv3QBI04oRVq=s0,papier,"[{'percentage': 73, 'hex': '#FBF6E1'}, {'percentage': 11, 'hex': ' #2F4F4F'}, {'percentage': 10, 'hex': ' #737C84'}, {'percentage': 2, 'hex': ' #B5BFCC'}, {'percentage': 1, 'hex': ' #000000'}]",101 x 78,Anthonie Willem Hendrik Nolthenius de Man
Zaal met vitrines met zilverwerk en beeld van Triton,https://lh6.ggpht.com/JT43lsfx4XDJvlP3ybPH5BDnyEgO72MqWCBHUS08gdf-USKTHuB0llS9JwnXOuNFRhzvWeBBigcvW7SQi41wXNvDQg=s0,papier,[],101 x 78,anoniem
Portret van Hendrick Laurensz. Spieghel,https://lh6.ggpht.com/ttHeL45AlXzEb239uqR8Eo0Q64zE-mY6lPCrgpg1SL9K1UzwlJSNAG56z6SCokyfeCkuqWCePGuSVdyBP4c2nXLyhg=s0,papier,[],108 x 67,Jan Harmensz. Muller
Dansend paar,https://lh3.googleusercontent.com/vYF6aecsPPUEq7yYwHrimAb4RarElulp3doc9yrjNUi5pBpwYXZ2KMp_n9mkAaj1JeObj_z1o3fhe-ILwJwxINqUtu4=s0,papier,[],95 x 60,Daniel Nikolaus Chodowiecki
Berglandschap met Christus die de bloedvloeiende vrouw geneest,https://lh3.googleusercontent.com/Gs_An9qkmLyhQeloimK220NLL6l6yfBjOoetAz_bqoK5nIEeTPJxFGQymb9aSb1OivPn_NuPKRcMg3fAHeCnD6WculCY=s0,papier,[],326 x 490,Jan van Londerseel
"Koffiepot, peervormig, met rocailles en C- en S-voluten",https://lh6.ggpht.com/wS8rz6SJlX7m3iCaab5pn2oeO8DjJ_uY2c_cHqTw1uUX7nnzui9m0ZOUMDPrPxaaDBCgyFeGY0TVRn1U8LXZ4CC4wpzM=s0,zilver,"[{'percentage': 70, 'hex': '#F6ECF3'}, {'percentage': 19, 'hex': ' #B5BFCC'}, {'percentage': 6, 'hex': ' #737C84'}, {'percentage': 3, 'hex': ' #2F4F4F'}, {'percentage': 0, 'hex': ' #000000'}, {'percentage': 0, 'hex': ' #FBF6E1'}]","22,9 x 23,9",Fa. A.D. Verschuur
Sabel met schede,https://lh3.googleusercontent.com/OKyBrABlu1cm5Rojk0VuDuE1mdp_2YiNg6oyxF6FWjzin1IrsdopsHdQsuDbx_M_ci7UfvUdw6HepA4pjY4FNviO95c=s0,ijzer,"[{'percentage': 78, 'hex': '#F6ECF3'}, {'percentage': 16, 'hex': ' #737C84'}, {'percentage': 3, 'hex': ' #B5BFCC'}, {'percentage': 1, 'hex': ' #000000'}]","90 x 30,5",anoniem
Vrouw met kruik op schouder,https://lh3.googleusercontent.com/E_ZBNo3gRbrnnL4fh2uT5b9iP65fJvLyNTqxefd_Rl5Fnhnd-a0K1_wJz_ykbVW3ZR52l6zVv8mfPhzJkwlauNkR12A=s0,fotodrager,[],86 x 175,anoniem
Portret van een zittende vrouw in Roemeense klederdracht,https://lh3.googleusercontent.com/9bVjs3fCnI0YUzR9_Ingb4epe9z6Wb0m_qldvvKhL2DZi_b5yNmKBJx3rwpM2AbbJ8jzg0ZVuC5O3bOpErsZlp8yGhGvPiGn0ZoWDIZq=s0,karton,[],85 x 52,Carol Popp de Szathmari
Vrouw als personificatie van Liefde (Caritas) met twee kinderen staand in nis,https://lh6.ggpht.com/__1of-_dfNuYcVyIn-KgYl2TJMepmyuP6cyt8AUGinSB8Nr69vVCs-dwOAFuKjWqRspiKko2amziqppDwGnUR-NSTIo=s0,papier,"[{'percentage': 56, 'hex': '#737C84'}, {'percentage': 30, 'hex': ' #E0CC91'}, {'percentage': 13, 'hex': ' #FBF6E1'}]",215 x 103,anoniem
Veertiende eeuw,https://lh3.googleusercontent.com/UcvmsJ2ALj34HigZkK8Suc3FeMK2bsaANk9eqeSG3XRLYzEMB1_qe9IcdfXEX4PP75XorQJU8QmPMdhrkHKYi-RW-pDdLny4YZu_ckn2=s0,papier,[],175 x 119,anoniem
Oosterse markt,https://lh3.ggpht.com/1eSv7m46VrPecqQQ6GiiWFaMvBjfHwHlxijUhCF_bARosv8zAyEOq9GpELG_prNbH55jTDDPOqPph1Mggr8wMCfirUkr=s0,papier,"[{'percentage': 89, 'hex': '#E0CC91'}, {'percentage': 8, 'hex': ' #FBF6E1'}, {'percentage': 2, 'hex': ' #B35A1F'}, {'percentage': 0, 'hex': ' #737C84'}]",434 x 563,Cornelis de Bruyn
"Amerikaanse kaper Cunningham neemt een Engels schip, 1777",https://lh5.ggpht.com/oZhlH6ca_ScmPmOYbiEi7uwiiiJmtRSU_7zJVW8aj4OKyF62ub5n8_aHU4KDduq7GwIJqTLvHsndQx5X0gMbi68KafRk=s0,papier,"[{'percentage': 51, 'hex': '#FBF6E1'}, {'percentage': 29, 'hex': ' #B5BFCC'}, {'percentage': 17, 'hex': ' #737C84'}, {'percentage': 2, 'hex': ' #2F4F4F'}]",103 x 124,Simon Fokke
Molens bij Willeskop,https://lh5.ggpht.com/CQRS8cjrD8MXVi6oKRZnifoNR9Hnw6dTlQ4ddCzUajRbLks7_jzU2it1jil4klMPjnZPcoTKeHXQry1sWXqlQDVt-w=s0,papier,"[{'percentage': 64, 'hex': '#FBF6E1'}, {'percentage': 21, 'hex': ' #737C84'}, {'percentage': 14, 'hex': ' #B5BFCC'}]",231 x 326,Eberhard Cornelis Rahms
Fragment blauw fluweelbrokaat met granaatappelmotief,https://lh3.googleusercontent.com/BrsJN4GeJlVk3-81lQsLMq_gHq9IvcVIjjCVwGp1PjQOf6K5lWwcW18taqq6f2QVOEtEBM3HHiFaVuglWzuIWxO9yOI=s0,zijde,[],"52,5 x 31,8",anoniem
Het huis kort na zijn voltooiing en het verplaatsbaar depot. 16 januari 1883,https://lh4.ggpht.com/teegNFSY1ZJEN58Y5UIs-LT4dwgQkgDQnIAzW4rVp4dw35B5LcWwgxueEY5D-5uq3lFyYi0LG3LCauyAcjCvhZVQFbY=s0,papier,"[{'percentage': 93, 'hex': '#FBF6E1'}, {'percentage': 3, 'hex': ' #737C84'}, {'percentage': 2, 'hex': ' #E0CC91'}, {'percentage': 0, 'hex': ' #000000'}]",None x None,H. Ekama
Schetsboek met 56 bladen,https://lh3.googleusercontent.com/4LQDKNTnHX9_yaY76pZ-YGsUmy_7TVk7U9z3vg4UajUhd9_26Xqt1XpNGNHjyqoJ6bSlZzYGI8MoM0sW_K13dQavhQ=s0,papier,[],164 x 102,Marius Bauer
Exterieur van de woning van mevrouw Georg Lang te Oberammergau,https://lh3.googleusercontent.com/9MqE4vZqNq95keytk2rFC11n1Ik1bGjqGyktz4amr5TIdzaCPXt84Y-8qsQfmfeHUh9JZhgd2D7r25N4cLbAofdAHw=s0,fotodrager,[],80 x 104,Joseph Albert
Portret van James McEwen,https://lh3.googleusercontent.com/MsioXqiMqSd_mIFEXAYUw3nsyukzOIjttH1rB-fkLQAvYMMFXFNR01g-52hFqoT8TPw3JDyw-Ez6N0StFy6gCr3TDGIM=s0,fotodrager,[],91 x 59,Thomas Annan
Figuren bij een gebouw op Mazzorbo te Venetië,,papier,[],152 x 228,Charles Heath (I)
Javaanse boten in de kalimas in Surabaya.,https://lh4.ggpht.com/wm0t2RejzO1oetX5PZQXFhbzgIGmHX34ZC9sWHNYLVgmIYNPnMfmpbE-8QzsNTzoretqNVgAMOaU05-KibYxtN8loA=s0,papier,[],76 x 152,Neville Keasberry
Fotoreproductie van een ets van de rattengifverkoper door Rembrandt van Rijn,https://lh3.googleusercontent.com/6DmJuFQ0l3qnkHGzohhj_kX7m3MX4-WqvHvB5UnRzFL1Y4KmDBgaYc9VFJ_CYA6_ZbrIR8CjDZamveWJhlDS7vGwOr8_9aEa4lfmThEvyQ=s0,fotodrager,[],140 x 120,Bisson Frères
"Man en vrouw in de botanische tuin van Bogor, Kebun Raya Bogor",https://lh6.ggpht.com/QUOUfBVsgiZsRI17z4oxeKmKvoxQyyyqkK1y4RYmQzBYeC7CaNFveoN8kDYo4uzYOFOPcCZJZBOhcEis3wjl4tdpvg=s0,karton,[],89 x 179,Carleton Harlow Graves
Cartouche met wapenschild Valencia,https://lh3.googleusercontent.com/m84bLBtbnnoZoOyTKhrglyoFj_Ht4Nt3MKYPUfAjT7SewZkDZxpbKUeAQH43TkDVtz4DU99bLVoz9imfs2FYPKnEUp0=s0,papier,[],183 x 173,anoniem
Christus voor Kajafas geleid,https://lh3.ggpht.com/it90nPAfxaU2Il1rwJwSi10hL7U54HmRkPtUt99vxHQfgykqlZ4uBR_DaTtDT8NsJhWAVhwdpLUnJBKF9lA2uI3KLYg=s0,papier,"[{'percentage': 46, 'hex': '#FBF6E1'}, {'percentage': 36, 'hex': ' #737C84'}, {'percentage': 11, 'hex': ' #B5BFCC'}, {'percentage': 5, 'hex': ' #2F4F4F'}]",251 x 172,Lucas Cranach (I)
Mouw van applicatiekant met de peervormige medaillons,https://lh3.googleusercontent.com/y9ue3vWINWpZtH1igsBEum53j_2E4KLjmgzKgwLmAQGR84f5lPrc8UhB4AClhA2Dp6eEXwQkcBGLEwbfiajiiwF2jQyLRcAVvFokAj7rig=s0,linnen,[],32 x 87,anoniem
Vuur,https://lh3.googleusercontent.com/WDrdk6yD_0fqt3k5pDArcBrcEjUvXj2ZLeBY0vCnSeq0JtEJsLbs3V6i9y6C_edW0cthC6GIr4AJMlnzVaBwkVGUYRo=s0,papier,[],316 x 340,Jacob de Gheyn (II)
Groepsportret van onbekende mannen,https://lh3.googleusercontent.com/k-V_ktpTYKkoYldSoP3mqZP9w30Ei4YPNGkI5QNfXLz1PhAK0Hlf0qK3mQesodQ0_DYyBXzESwZ1k-acGvh797mqnqXg2tqvTXksPTzraA=s0,papier,[],87 x 112,Guillaume Ronchesne
Christus voorspelt de vernietiging van Jeruzalem,https://lh6.ggpht.com/eAwMcQlJeiL1D0Q7R6dkOVkiZUSI8uV9sSLy9rKTjFNwMO9QXm-JBZB3x8mdna6op-zX7SKrjLCpi6CBxF5RgHac1w=s0,papier,"[{'percentage': 45, 'hex': '#FBF6E1'}, {'percentage': 32, 'hex': ' #737C84'}, {'percentage': 19, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #2F4F4F'}]",120 x 70,Jan Luyken
Heilige Bruno onderwijst theologie in Reims,https://lh3.googleusercontent.com/AcbNusi7j9kpx9yW3v_N4yCGDhfyNi876idbxk13cDwka6f6tqYr_IW--yVWTeN-HeCgctHTzxuvn7m6MXP0k8wUh75eN8RCbIo5AvE=s0,papier,[],335 x 220,François Chauveau
"Assignaat van 500 livres, 1793-1794",https://lh3.googleusercontent.com/6MiMLuWM4SqFoX7RFJtOoVSgrC5_A2JOM1rg7c0wIOT_Bd-HPMQMlDdt88cgT44f8qTEtIMbNk9zRi2UMGv5ghjiqQQ=s0,papier,[],139 x 208,Domaines nationaux
Bevroren rivier bij dorp,https://lh3.googleusercontent.com/Xz96KXsOTboKygYNeV7RlDkoG6ptSZrGtmAgEtVrPkP2l1CpLrBHQllFxkMAek2o5vt6nISenLboznZK8vZP345q34-HaCFewalDKD9-=s0,papier,[],310 x 443,Andreas Schelfhout
"Portret van Hugues de Lionne, markies de Berny",https://lh3.googleusercontent.com/dU5x8MYSKtwcpRX_3hSc06EE0t0DP9Y83hiygb0KZMAWQTTORZcvOBvOmA4vRK5nVKro1sJ53kRMrrU1ByvZCi88GQ=s0,papier,"[{'percentage': 71, 'hex': '#FBF6E1'}, {'percentage': 20, 'hex': ' #737C84'}, {'percentage': 6, 'hex': ' #2F4F4F'}, {'percentage': 1, 'hex': ' #000000'}]",168 x 116,Robert Nanteuil
Portret van de sterrenkundige Frederik Kaiser,https://lh3.googleusercontent.com/uFEIK9WEuWYjCCYykwmckkAZhj_fn6_jCFgn-_9KExKCJfpYxIIyEasXghoNC2EJVSnZ-Fftb5MKwlYljtDW6fCycuQ=s0,papier,[],191 x 121,Dirk Jurriaan Sluyter
"Gezicht op de haven in Warnemünde, Rostock",https://lh3.googleusercontent.com/WQ7maIefnfl0zYu9TVjIWgripqgxNki6omIAo-3a6mNbBHWz2mpsqY2vZFx7kQBJ0Hz-5h3ehTfap3tJNzsaOK1S3nU=s0,barietpapier,[],89 x 119,Willem Frederik Piek Jr.
Sculptuur van de Nijl,https://lh3.googleusercontent.com/k8DWMW-wCIvOZ4_l_CsGNTF7nSxIxX2UM88bJq2pEXgzye06GqoM_KsiwM-ZRFxv_9au4fNw7GUcxonjsU3e19RTeyQ=s0,papier,[],334 x 537,Nicolas Beatrizet
Bomen,https://lh3.googleusercontent.com/lM-9wILxZU52PfZbhmPMSgO-UxdcK7z9zjyBV-ceib3Tvyh6hOG5QLHB4Vwr2mqg_faljYii6-JJTtdv8w223PJZ_Rk=s0,papier,[],334 x 537,Anton Mauve
December,https://lh3.ggpht.com/KKRy4Oh-nEuBmflBCbCR2R7WnMwges6reIH7sBFDf-jWXvhbCN5Y077NXK4uv3IyCH8Zu2xZIMVRX5x8an8jykc9kwPA=s0,papier,"[{'percentage': 54, 'hex': '#FBF6E1'}, {'percentage': 36, 'hex': ' #E0CC91'}, {'percentage': 9, 'hex': ' #737C84'}]",190 x 260,Joos de Momper (II)
"Vrouw met hoed, in profiel",https://lh3.googleusercontent.com/vUoTn9Ax56R8RZhg4yrt4TcBvn9skNWCyup02N5pjLToQ-b2Gqvoat7DI9xiN90yehSvuaa79AbFFaBOJubacZNg0w=s0,papier,[],190 x 260,Isaac Israels
"Prent 24 uit serie ""Livre des plus belles devises...""",https://lh3.googleusercontent.com/God9GtQBCXG9oGCh9AQbU07y5MdA8EYYkU7ulFmB7wufqa4xDAP67tKbNb4FGyj0jesMdEtJyjHRdCPByNU_rhGg628BrZpcKAwdnsvM=s0,papier,[],135 x 185,Anthonie de Winter
Koekop,https://lh3.googleusercontent.com/UouhKrBv6AnrFG3t6wgdaneLZbQsC09p8X4XAVEOB-O-hOLzIZRp6RVYJhPRmFu6ByB29NB6jI10dgjc-0ccvPgpmg=s0,papier,[],114 x 88,Diederik Jan Singendonck
Gezicht op Treseburg en de Weisser Hirsch,https://lh6.ggpht.com/uA2KPFfNUsT6wJTWZE3yszniDPbAtPD6KJC-crKf5EIa5WuNM_yhZdt2RP4h_Bh2E0LiJ_Yli4qaLYZn5B-cSbyYj14a=s0,karton,[],87 x 176,Hermann Selle
Référence des portraits contemporains,https://lh3.googleusercontent.com/EVLy991AjZNFTuKn2yMwZChSZ9RL6pya7EMX7MngDwduv8Z6BZowtPzDrWDa-iwNNqCYHvx0bxoz0ePEnUGg-qlETUY=s0,papier,[],240 x 158,Librairie Nilsson
"Pendule in de stijl van Lodewijk XIV, opgesteld tijdens de Exposition Rétrospective van 1873 in Tours, Frankrijk",https://lh3.googleusercontent.com/nbh0B1tZHGsstXdqzK_05SpZDPP1R0tnO76lt4u_0LEvtIiktxZ4IsZ0vQj5uKQS3PWZlbQmzZb0sxP2TtTanPiliMS2DFsZbsC5Tpxx=s0,papier,[],201 x 117,Gabriel Blaise
James Meijer dirigeert  jazzmuziek,https://lh3.googleusercontent.com/kJPDJqYjo1kf-ynkuGc9jCvUqP4McCHBSNh1ZxmZxYgpMXyY0DplazMatx40COl0h8xopRfQpumNCpekiOdenMbkUg=s0,papier,[],209 x 156,Patricq Kroon
"Gezicht op de spoorlijn Luleå - Narvik (ertsspoorlijn), rechts een onbekende man langs het spoor",https://lh3.googleusercontent.com/b-JMZSmkx0tNn1ZouEra9SszDit5GQBDfCQ_tDXeYfaQAL4-6IMzPtjjYcT8seWJhmxNKEQ1sb2P6GWciPkmgHAfCRgqPX9w-Kfqbn3B=s0,papier,[],224 x 197,anoniem
Gezicht op de Montelbaanstoren vanaf 's-Gravenhekje,,papier,[],189 x 279,Edward Goodall
Twee vrouwen in een tuin,https://lh5.ggpht.com/O4UaXuzz9dCzTW3_rGcZQMOeNdFkrXT3Cq9sKr-PRsKodh_7XRCqjIG4SCJd390PZx7SogmISwrqEkgUIWtf8VUVmA=s0,papier,[],180 x 110,Abraham Veelwaard
Soldaten bij het vuur,https://lh6.ggpht.com/HnuB-S3jlnI3Dn8iDaoQL5uRW0kngLsh59pJiXRO9G1iCVQ7a80H7rB5B3WOgrC83Qs9Yd5wqa8jc-0kFAeFTtBPdLCZ=s0,papier,[],121 x 196,Gerardus Emaus de Micault
Gezicht op een stroom in een bos,https://lh3.googleusercontent.com/ikNKG5RGuM2n4y4JEMNgomejl80VwZ-cVI96ot_kuAZ0jnJNc-B6-0S-2z9qweH5BnVOV6e0eM2dlgApoihJ-rjyt-J4sbEvDl2llk1gZA=s0,fotodrager,[],152 x 203,anoniem
Portret van Denis Auguste Affre,https://lh3.googleusercontent.com/fQD29xXYwDT5kMiIvfcLY9olWA_2wdrqFWBrsJpYMBj2j-gcxIp-8MOvG0SjJYmv77hWBqDy6EiVG1xByXb0PfGW4-ST9eUC9nbSCXo=s0,papier,[],342 x 260,Eugène Gervais
Noach met de dieren op weg naar de ark,https://lh3.ggpht.com/64ARlMIvhwBBfGpdBme40zNKfqFmEhTvv_-v0RKwIhg-30BFwmBWTIZtnYqlU_FKcqWaE5pU7bs9H02roH2MjDkOeg=s0,papier,[],245 x 390,Giovanni Benedetto Castiglione
Landschap met boer en hek,https://lh5.ggpht.com/oL2p0N6RXLEMvwfF5dq59u_K4ndlHE0RqxKy_yzMaKQ70PA2_2nDsWOvOBXzKqfF1LjxZ_JtOfUVpOSvA5VbyV0uCg=s0,papier,"[{'percentage': 87, 'hex': '#FBF6E1'}, {'percentage': 9, 'hex': ' #737C84'}, {'percentage': 2, 'hex': ' #E0CC91'}]",130 x 80,Peter Henry Emerson
Profeet Elia,https://lh3.googleusercontent.com/YddrswV9FK7a38M1RIPWXk-W76wHAT9oA9mlwz5FAH4CqO3jkmmz-SZoTcH3FTeMVcWdScrWwBJA7y559DcUvTCa-6c=s0,papier,[],118 x 77,Johann Sadeler (I)
"Bord, met op het plat liggende man en twee kinderen",https://lh3.googleusercontent.com/Mm5KyqLISYJT1E4m_pYRK-4xKb4GD1XTSLMLgO_MjLFCgGmfNfIT83oK1pv-8gRqbb5U0rPYcOrhj-mcSb9JVotqpiVZacBM_muItPM=s0,Engels aardewerk,[],"2,0 x 17,7",Petrus Regout
"Tuin te Tokio, met op de achtergrond een theepaviljoen",https://lh3.googleusercontent.com/S-dio7XbIMT17vZY9yUOuhSWFrsXd2Zqx_3oe_zAsF721iBv3QBfptjMABiK6L52GUU5enpOFP5EgzVau18C_aaaTw=s0,papier,[],121 x 172,Hugues Krafft
Gezin in de woonkamer,https://lh3.googleusercontent.com/IiMehV1NJRIod_cOXg-Qw0AZtHgj8MIdoPqBQeZtNnuOlQc7KKnm5rxbCM5r8tlLn7BZndcQhfspkIbGGSqf6r2ygZU=s0,papier,[],140 x 110,Willem de Gier
Fotoreproductie van (vermoedelijk) een prent van een vrouw zittend bij een gesneuvelde soldaat,https://lh3.googleusercontent.com/-SzTdpGGIyyHLP8pT1TehDm8IVHlxwgQGzUTikT4wAOWQjwUZkjyb1n_uVpBRpsVxVf9Ul2Fgccy2otxv2tMZXzRAmI=s0,papier,[],119 x 89,anoniem
Portret van David Hume,https://lh3.googleusercontent.com/FZIMWw6uyXOMjb9fNEHoBjg8bWmKOqlOTrJORBr0YQoL4TnUT4-Ta2X-fjKX4iYRSGjT0r8lxvCH6c50RL1m6lMnwKuMIw8t1fU9oAA=s0,papier,[],195 x 147,Simon Charles Miger
"Vignet met een uithangbord van een café met daarop een kan, een kop, een fles en een glas",https://lh3.googleusercontent.com/e-_i1KwtWB6qULrji9Wzn7cZp3flnf10X8tEHGLmzE9aV0eA2nv_GiWsTjJ59o-5Paw8-qMi0HHzpxqgSm6pXSZj6A=s0,papier,[],55 x 72,Isaac Weissenbruch
"Maximiliaan I van Habsburg, keizer van het Heilige Roomse Rijk, etend met zijn nar",https://lh3.googleusercontent.com/5o4bPrfG9pyYlNm9AhYlP-V_UaogtfO3obdZKvkdYfgR-ytA2y7PJVjPpglHh6K4qApHQfFejuVRWrz-BZX3Zr2sqHkzINq1Zlv2GlGH=s0,papier,[],52 x 62,Caspar Merian
Staande dame,https://lh3.googleusercontent.com/OWYvuxSZ8QrW1eBG7rBLMXUGKZXjrfthtQmelQtAniwdkHW_rhfFNHQxmS-lHiXRhtlQa1P0WGDSyc4tw9WwwWsN_A=s0,papier,[],213 x 129,anoniem
Portret van een baby,https://lh3.googleusercontent.com/UM_ua-AXSk11ERL8nm2DYoSrkYxIxxJErcILipJaVA1koFdMrL2ywdjSyqox_fAiLzP6iRLhuSEMngGABnzGYWHt28362p0J4xUKpjE=s0,fotodrager,[],141 x 100,Henri de Louw
Gezicht op het kasteel in Osaka en het eiland Miyajima met een torii in het water,https://lh3.googleusercontent.com/VeOpfYIAVNP34mbuz_ROUl9dSK5h0slZ-IZ9nhUzs_ODgu2DGxnLrfc1D0csGeCQHmasdXAtOVRqADLrCTVdn6RQZPGITSNQmVcsuPwS=s0,papier,[],157 x 220,Kōzaburō Tamamura
Portret van Johann Samuel Adami,https://lh3.googleusercontent.com/BPnNYdepXb_0ld497j0Mt9JeIco1IbxI1_NuqKExnHXZ9J8-lUCjpUfUKOIbUaHjNVp7wN4fvq65ZH9CMicUaTklqNaq=s0,papier,[],182 x 142,anoniem
"Portret van een onbekende man, mogelijk Karl Ludwig Schneider",,papier,[],358 x 275,Hermann Eichens
Gezicht op de rots Bayard,https://lh3.googleusercontent.com/9Dm23BRiY7TH8zKjjyWMtXLLH-Y7uYuMb0VwOgwmgwCuSBjC1AkIH1w2AToX1Ru0Uo2mofVNmRh3I3euoO4pbauEyUtOanMOMUKvUmaUXg=s0,papier,[],551 x 360,Paulus Lauters
Dodaniet,https://lh3.googleusercontent.com/Wqm22Wn3440b426EI6xYO3AA1UqsW0toZdc-wnKP-yMVzbg_odRE8D7mZAQ3WmkFistoUfm6ljYzS2HfUeKv-U6c4g=s0,papier,[],59 x 32,Michel Wolgemut
Portret van paus Leo XII,https://lh3.googleusercontent.com/az0s_x84Q7LsQRS0jEN0yP9c2I1g7eRwJItStDQlvmejubkOyMnSoNrqVekyIRYx7i7zqZrXhT9LVqPu8UrAHKdXzA=s0,papier,[],186 x 137,Carl Mayer
Overzichtskaart voor Floris Balthasarsz. van Berckenrodes kaart van het Hoogheemraadschap van Rijnland,https://lh3.googleusercontent.com/8LR4P1prIFas-FKR9nKB21ee4V3aJuOknQxKLm8pLMYcpHAGXiDe9UVZgdY-pyAVDvXqbUodDA-YAJeYOPk4Ewv-s2EPrmrm_XfJKqI=s0,papier,[],290 x 388,anoniem
Windhond voor een gesloten deur,https://lh3.googleusercontent.com/SeH3gR2KAOTpfRK6I03YArq8Dgur3SQs2I4X3bfA4M_7XLhSvLSJrdYQBscyZ1sjYUNX_LR290Jd3DyL3mDEOM4mCMYpMny0s2FMpkCU=s0,papier,[],199 x 276,Florimond Buyck
"Schaal, veelkleurig beschilderd met een Kakiemon-decor",https://lh3.googleusercontent.com/-5mP8th4aK4-FbrNcYnaxdxpUSZ3joyfE7cqcYiUcBxWs9aSfymDLix2lUUecVxk-txXPaPRVUmW8sQk3cAo_UOnKpYynd6r9L6O-5zP=s0,porselein,[],"5,0 x 23,5",Meissener Porzellan Manufaktur
Parelboorder,https://lh5.ggpht.com/gsFgmk3ghFMhZRtlX2x1inHJ-L77geB6DJGYDDraPby5F9iZazFYKGY0qyslO5K3r3kl5B74Uk8yzuFQUTFagbmFDBU=s0,papier,"[{'percentage': 60, 'hex': '#FBF6E1'}, {'percentage': 32, 'hex': ' #737C84'}, {'percentage': 3, 'hex': ' #000000'}, {'percentage': 3, 'hex': ' #B5BFCC'}]",141 x 80,Caspar Luyken
